user_id,item_id,cart_value,num_items_in_cart,hour_of_day,avg_order_value,beverage_preference_score,dessert_preference_score,order_frequency_30d,item_price,item_margin,item_category,item_popularity_score,item_is_beverage,item_is_dessert,purchase_prob,purchased
194,85,765,3,5,202,0.8065611478614497,0.271949726128631,6,198,59,beverage,0.6415044812562517,1,0,0.4712692406096852,0
11,17,483,1,13,608,0.004632023004602859,0.12138641815940643,5,342,113,main,0.6617186826439566,0,0,0.16134373652879133,0
194,15,681,5,0,202,0.8065611478614497,0.271949726128631,6,87,68,dessert,0.10024556372287663,0,1,0.25813403058316464,0
489,1,259,4,13,594,0.7064757264869012,0.3388606493387516,10,188,27,side,0.9385297834731304,0,0,0.29370595669462607,0
794,12,531,2,20,543,0.06942384274609337,0.00013469300448532007,15,196,111,side,0.8979646468477885,0,0,0.2815929293695577,0
880,44,714,2,21,568,0.17483862726041255,0.5309376784120938,18,257,26,side,0.7094388646339748,0,0,0.21338777292679498,0
181,79,587,5,10,762,0.6946964708544268,0.15890816766935356,4,232,53,side,0.6796972168333453,0,0,0.21993944336666907,0
961,71,442,5,8,196,0.7850165438370569,0.274703815047892,12,331,137,dessert,0.5719958782835928,0,1,0.23131032017108616,0
816,42,208,3,9,438,0.20093368865905648,0.08928952452557293,3,345,108,beverage,0.5441986625037022,1,0,0.19661983909845737,0
655,71,948,5,21,234,0.04821203886055603,0.20131210782243325,12,331,137,dessert,0.5719958782835928,0,1,0.20929280800344854,1
897,53,400,4,10,378,0.2160381825095996,0.2655828329586061,13,116,63,beverage,0.22431855885352625,1,0,0.2516751665235851,0
315,73,804,5,23,265,0.5508573706091393,0.6679199988036271,13,211,128,main,0.760160929790159,0,0,0.24653218595803184,1
693,96,1194,4,17,398,0.34124782762615635,0.9560471436119331,19,119,37,dessert,0.8243504472493495,0,1,0.5921842325334499,0
29,30,368,1,16,624,0.6322642879195304,0.22461561184385193,1,154,61,side,0.0393918336928194,0,0,0.13087836673856387,0
595,75,577,5,13,662,0.4746308757498139,0.6057792494526903,5,189,72,dessert,0.1492494697414739,0,1,0.31708366878410194,0
677,8,275,1,16,550,0.6954672066898622,0.8635475225145451,11,388,131,main,0.1602256009765063,0,0,0.03804512019530126,0
795,72,338,2,6,216,0.5190597909082704,0.5111291392372298,8,224,53,side,0.8054323292999863,0,0,0.24908646585999727,1
792,47,992,5,7,174,0.22665640222698802,0.7486452341262,10,125,90,beverage,0.37472197050737643,1,0,0.2804413147695717,1
95,17,709,2,7,742,0.8926717110769748,0.2024805601652374,10,342,113,main,0.6617186826439566,0,0,0.16134373652879133,0
380,93,958,1,18,623,0.0673506014687717,0.260286857566003,8,351,49,main,0.6723838432917036,0,0,0.15897676865834076,0
777,95,591,2,4,164,0.4043187681042921,0.6826172212234024,8,326,99,side,0.673092130911217,0,0,0.1716184261822434,0
443,86,198,1,6,192,0.12518579220255044,0.8292867993167555,17,389,74,side,0.25982813794029946,0,0,0.057465627588059884,0
297,10,428,3,12,661,0.7582384757040913,0.9061432547657664,1,322,46,side,0.41814478816279965,0,0,0.12262895763255993,0
807,61,544,1,14,703,0.6618391898493786,0.27039328638452553,18,201,56,side,0.08352491468001877,0,0,0.11620498293600377,0
736,83,1097,3,13,673,0.8059925497751581,0.07764933467160506,12,115,80,main,0.6971636921379805,0,0,0.28193273842759614,1
844,18,394,2,20,590,0.08764274676383854,0.7675676285179183,3,293,60,main,0.6024494419665878,0,0,0.17398988839331755,0
360,99,541,1,14,203,0.6169269183757422,0.6863271966860974,11,352,12,beverage,0.7379509473975921,1,0,0.35666826499224114,0
373,89,894,3,13,519,0.9320281055100175,0.3039464012407238,13,343,67,main,0.2972872042813265,0,0,0.08795744085626529,0
553,73,990,1,12,316,0.6315602200925206,0.486000493797603,15,211,128,main,0.760160929790159,0,0,0.24653218595803184,0
302,23,130,4,19,626,0.22381761482262308,0.18422483923802613,2,348,99,beverage,0.9746905960485515,1,0,0.28808340365649726,1
420,12,537,4,3,172,0.8940992036791344,0.7431931987316034,16,196,111,side,0.8979646468477885,0,0,0.2815929293695577,1
245,45,385,2,21,280,0.35071181545171015,0.6690223373291083,5,186,26,main,0.27149200254271133,0,0,0.16129840050854224,0
719,52,390,4,8,509,0.5391612766752545,0.9978208556819782,14,339,81,side,0.8056488053633419,0,0,0.1916297610726684,0
236,97,467,5,13,453,0.23295947475363377,0.06766836190000158,1,162,105,beverage,0.39699216220747413,1,0,0.26828627486758494,0
533,28,585,3,16,666,0.727169069766308,0.3547712918359842,11,107,112,main,0.41962738280681033,0,0,0.23042547656136206,1
184,35,654,5,0,262,0.3609738969400268,0.7513750860290457,19,235,49,dessert,0.011302536589022472,0,1,0.31017303312651817,0
467,70,267,4,0,426,0.9866625932671464,0.5062660594952028,15,93,144,side,0.16136735838838312,0,0,0.18577347167767663,0
753,93,870,2,3,175,0.2748060355481361,0.07290183536790351,14,351,49,main,0.6723838432917036,0,0,0.15897676865834076,1
362,16,177,5,19,762,0.6318135270166684,0.1748814371759594,3,168,11,beverage,0.016592480632597884,1,0,0.3088625542315201,0
282,47,950,2,7,514,0.6077367948788591,0.2037664591276891,7,125,90,beverage,0.37472197050737643,1,0,0.394765432565133,1
552,76,991,1,4,331,0.6229665835634828,0.29504070765415624,13,181,90,main,0.2681743677449133,0,0,0.16313487354898265,0
335,23,760,5,13,325,0.878629986355158,0.8216368977104717,18,348,99,beverage,0.9746905960485515,1,0,0.4845271151162577,1
161,53,688,1,19,508,0.936829739324758,0.8316970436757735,7,116,63,beverage,0.22431855885352625,1,0,0.4679126335681326,0
159,94,861,5,23,777,0.47605040219909966,0.026196708532064794,1,74,141,side,0.8260646845482855,0,0,0.32821293690965714,0
473,90,664,3,22,245,0.00977084741918366,0.045648745502383736,5,302,137,dessert,0.2299937539632405,0,1,0.10869337444336323,0
600,84,911,2,13,161,0.20584121003676825,0.688274235780237,3,207,116,side,0.19343534295648257,0,0,0.13518706859129653,0
321,0,401,1,21,277,0.4958757350787708,0.01260751997575904,19,276,100,beverage,0.12038757878908901,1,0,0.23484023628144907,0
11,78,392,4,1,608,0.004632023004602859,0.12138641815940643,5,225,131,beverage,0.4084555814084826,1,0,0.17058072318307738,1
423,66,393,5,20,329,0.03113408288451136,0.8522638743911815,10,320,141,dessert,0.44210703467972,0,1,0.38410056925329844,0
72,5,208,1,11,420,0.019710537754364155,0.6362913539792481,4,164,98,dessert,0.3072164170212709,0,1,0.3703306895980286,0
587,77,464,5,17,590,0.2487142725876299,0.025447759905750877,17,136,109,side,0.3610747263410372,0,0,0.20421494526820744,1
857,54,699,5,5,262,0.9305952146439163,0.6516397604772766,12,299,36,side,0.22607907101056268,0,0,0.09571581420211253,0
200,37,777,5,8,272,0.22120944181960223,0.03361360018328263,5,287,120,beverage,0.3064328227033716,1,0,0.18414939708655498,0
521,32,192,1,8,158,0.7192017782722638,0.059524700347771686,17,296,85,dessert,0.392895108893179,0,1,0.14843643188296732,0
863,7,1187,1,21,699,0.8059254001176211,0.1992152748940531,15,153,14,dessert,0.4171934185645765,0,1,0.2667032661811312,0
504,89,527,5,3,633,0.45231828451830014,0.9928168389990704,10,343,67,main,0.2972872042813265,0,0,0.08795744085626529,0
737,78,737,4,9,495,0.5502265421562618,0.40754303103243084,5,225,131,beverage,0.4084555814084826,1,0,0.3342590789285751,0
687,77,467,2,11,455,0.46349404380057235,0.8655771456245522,15,136,109,side,0.3610747263410372,0,0,0.20421494526820744,0
787,19,204,5,20,275,0.0794193689889866,0.49669542281794654,16,117,39,side,0.1630191138148862,0,0,0.17410382276297726,0
38,54,308,4,7,280,0.5021950103312426,0.8869249002092695,17,299,36,side,0.22607907101056268,0,0,0.09571581420211253,0
59,47,1111,2,20,230,0.9461154621336327,0.7259799099852955,11,125,90,beverage,0.37472197050737643,1,0,0.4962790327415651,0
577,82,573,5,21,207,0.13087366071834983,0.601074166800233,3,138,134,beverage,0.391910562943909,1,0,0.24864421080428675,1
320,55,1184,2,19,472,0.7234201136885849,0.16223340578247936,4,167,22,main,0.8173053122132368,0,0,0.27996106244264735,0
434,96,111,5,15,624,0.7610239909429989,0.8556960938375394,4,119,37,dessert,0.8243504472493495,0,1,0.5620789176011318,1
635,99,565,1,11,326,0.1771497894473859,0.30233324935149375,18,352,12,beverage,0.7379509473975921,1,0,0.22473512631373418,0
675,87,748,5,16,385,0.3664615348713979,0.9809873781626851,2,165,108,dessert,0.8860861088135163,0,1,0.5890134352115088,0
407,9,1197,5,16,196,0.6804993020747131,0.28152119841492995,4,205,64,beverage,0.1709364024208483,1,0,0.3358370711065836,0
922,51,974,5,20,652,0.5270414639116516,0.057844449447160606,18,74,23,dessert,0.832363539660995,0,1,0.3468260427663472,0
385,49,485,5,18,207,0.8715368061523763,0.4470555438064254,9,191,15,beverage,0.05057310382422886,1,0,0.37607566261055864,0
670,33,983,4,6,587,0.8178342161750216,0.27576756825135695,7,237,138,beverage,0.028652427577654516,1,0,0.33258075036803736,1
568,35,654,3,19,497,0.3592333693997657,0.4464195164015822,15,235,49,dessert,0.011302536589022472,0,1,0.21868636223827914,0
77,60,1162,4,3,487,0.23818278104672652,0.24667886452162302,8,372,35,side,0.8706884554574393,0,0,0.18813769109148787,0
193,99,753,4,19,279,0.7322248864095612,0.2495461998495061,19,352,12,beverage,0.7379509473975921,1,0,0.3912576554023868,0
284,15,964,1,21,587,0.2306698117177587,0.28713795808457554,6,87,68,dessert,0.10024556372287663,0,1,0.262690500169948,0
526,78,1088,5,8,668,0.19954245092914513,0.456236508955542,3,225,131,beverage,0.4084555814084826,1,0,0.22905385156044006,0
523,17,452,4,11,641,0.9963339160567419,0.6865899134926068,13,342,113,main,0.6617186826439566,0,0,0.16134373652879133,0
612,70,613,2,12,689,0.0415728590503921,0.7562136139501768,5,93,144,side,0.16136735838838312,0,0,0.18577347167767663,1
155,46,903,5,8,534,0.35567271646494913,0.5877693608621982,8,233,99,dessert,0.9042432914075651,0,1,0.44067946654017254,0
339,85,442,1,10,557,0.8672942009598024,0.8282492524372184,4,198,59,beverage,0.6415044812562517,1,0,0.489489156539191,0
124,31,435,1,4,610,0.1716792858483035,0.6764679372263622,16,277,98,beverage,0.5739498660690104,1,0,0.22779375896829313,1
870,42,123,2,7,321,0.34609972653778553,0.2675926767279715,13,345,108,beverage,0.5441986625037022,1,0,0.24016965046207608,0
279,82,984,1,19,171,0.2316717013834434,0.38042000750756233,10,138,134,beverage,0.391910562943909,1,0,0.2788836230038148,0
916,39,203,5,11,571,0.5094221281497897,0.06569485895436578,9,333,74,side,0.5883522209831533,0,0,0.15117044419663067,0
905,64,673,3,23,723,0.9948663171697671,0.2998005275652359,6,332,143,dessert,0.051293848981215584,0,1,0.13419892806581388,0
621,34,874,3,15,539,0.5155960285792502,0.8267073597414875,8,132,31,main,0.5832523923125568,0,0,0.2506504784625113,0
845,68,986,4,9,343,0.9369578230310628,0.416504431903879,12,154,23,main,0.3945723153189238,0,0,0.20191446306378474,0
868,49,342,1,14,410,0.17352451498650867,0.1115122123212764,8,191,15,beverage,0.05057310382422886,1,0,0.16667197526079836,0
657,11,441,5,11,606,0.4069079607228706,0.03945953289089932,8,55,65,dessert,0.7572829782755007,0,1,0.33579445552237,1
727,75,732,2,23,552,0.6811178539649828,0.1428502873008386,17,189,72,dessert,0.1492494697414739,0,1,0.17820498013854638,0
909,84,964,2,23,238,0.23918010421592562,0.023594964645529126,14,207,116,side,0.19343534295648257,0,0,0.13518706859129653,0
673,57,272,5,13,417,0.0057586604981215705,0.14879596940511564,6,331,15,beverage,0.09536092127300355,1,0,0.05529978240403718,0
127,82,202,5,12,713,0.914298806560499,0.8250494101800621,16,138,134,beverage,0.391910562943909,1,0,0.4836717545569315,1
313,62,259,2,15,756,0.8095160747248781,0.4177609792750997,1,54,14,dessert,0.2111259425580374,0,1,0.3405534822941374,1
331,72,813,1,9,535,0.34780920790219305,0.5407937549855444,6,224,53,side,0.8054323292999863,0,0,0.24908646585999727,0
149,48,656,4,7,655,0.7380336164263704,0.785651618080232,1,336,87,side,0.5498685627762052,0,0,0.14197371255524105,0
453,35,675,4,19,239,0.4552201490818012,0.4433800143791877,3,235,49,dessert,0.011302536589022472,0,1,0.2177745116315608,1
35,53,295,4,13,716,0.41462412372702373,0.24069271183250496,17,116,63,beverage,0.22431855885352625,1,0,0.31125094888881233,0
684,46,1088,5,4,584,0.6034485933813779,0.5112754622007512,3,233,99,dessert,0.9042432914075651,0,1,0.4177312969417384,0
419,31,1033,2,5,506,0.409334006315043,0.2999191115069847,6,277,98,beverage,0.5739498660690104,1,0,0.299090175108315,1
21,98,169,2,20,341,0.4524395161326934,0.6018815896363221,12,161,40,main,0.15631697070886086,0,0,0.15076339414177217,0
205,94,942,2,8,347,0.9252483174156658,0.41109560260070654,16,74,141,side,0.8260646845482855,0,0,0.32821293690965714,0
638,52,346,2,12,366,0.9446142194740232,0.05764758219902488,15,339,81,side,0.8056488053633419,0,0,0.1916297610726684,1
847,31,428,2,12,175,0.30552431065802355,0.8503480011198954,17,277,98,beverage,0.5739498660690104,1,0,0.26794726641120914,1
956,61,257,3,1,164,0.7373570773877997,0.5296597239456199,8,201,56,side,0.08352491468001877,0,0,0.11620498293600377,0
355,36,1017,5,21,299,0.8179670241190622,0.9791049380151545,5,301,110,main,0.787371958149273,0,0,0.20697439162985462,0
439,95,797,5,12,417,0.616650314520738,0.11493299705956683,5,326,99,side,0.673092130911217,0,0,0.1716184261822434,0
728,37,842,3,1,154,0.18143834769562694,0.7534279222569691,10,287,120,beverage,0.3064328227033716,1,0,0.1722180688493624,0
95,29,684,4,14,742,0.8926717110769748,0.2024805601652374,10,337,40,dessert,0.050622472269074126,0,1,0.10236866250338605,0
928,57,154,1,23,728,0.3677593508772896,0.9627683502532061,1,331,15,beverage,0.09536092127300355,1,0,0.1638999895177876,0
940,31,585,5,23,306,0.5353101314525917,0.3881657061269955,7,277,98,beverage,0.5739498660690104,1,0,0.3368830126495796,0
163,65,509,5,20,560,0.21494037859075676,0.5180787662388154,2,162,68,beverage,0.49253538071428926,1,0,0.2819891897200849,1
147,50,1059,3,11,480,0.046965966775055046,0.421248053294072,6,286,119,beverage,0.4261212379522308,1,0,0.1563140376229627,1
529,10,1004,5,9,319,0.030652502205806065,0.4189477901874754,7,322,46,side,0.41814478816279965,0,0,0.12262895763255993,0
293,58,826,5,23,665,0.927752283195213,0.6958991181688025,6,59,67,side,0.45005863942622526,0,0,0.26051172788524507,0
194,19,1138,4,20,202,0.8065611478614497,0.271949726128631,6,117,39,side,0.1630191138148862,0,0,0.17410382276297726,0
662,36,246,3,3,637,0.8785155613013479,0.909454610937242,15,301,110,main,0.787371958149273,0,0,0.20697439162985462,0
479,72,1148,5,7,366,0.07857849715502074,0.19609771273839294,11,224,53,side,0.8054323292999863,0,0,0.24908646585999727,0
876,48,432,2,3,468,0.9227571905133943,0.12436839900051022,19,336,87,side,0.5498685627762052,0,0,0.14197371255524105,0
122,18,389,3,1,164,0.9844021807035521,0.5606600944161709,18,293,60,main,0.6024494419665878,0,0,0.17398988839331755,0
399,54,669,4,17,396,0.9971245001577111,0.9107701616439152,18,299,36,side,0.22607907101056268,0,0,0.09571581420211253,1
698,39,890,1,17,255,0.6079050927934446,0.8469688542070605,14,333,74,side,0.5883522209831533,0,0,0.15117044419663067,0
964,6,1008,5,13,560,0.7869033862552951,0.5465771420322949,15,112,70,main,0.5464585417281244,0,0,0.25329170834562487,0
451,4,126,2,9,648,0.7975591006371882,0.6019234310151316,19,198,147,dessert,0.22267607912308496,0,1,0.3261122451291565,0
660,41,1189,2,11,595,0.5670162609866678,0.2277497361032096,6,353,31,main,0.9738004133571495,0,0,0.21826008267142993,0
103,87,1025,1,7,177,0.4094116521912404,0.36830953050684834,6,165,108,dessert,0.8860861088135163,0,1,0.40521008091475774,0
754,47,487,3,21,406,0.8226143185136784,0.4028732826326371,18,125,90,beverage,0.37472197050737643,1,0,0.4592286896555788,1
461,6,1190,4,16,775,0.8601223971892046,0.38451132764481255,3,112,70,main,0.5464585417281244,0,0,0.25329170834562487,0
742,10,349,5,11,398,0.8191888594267902,0.8082352100092222,1,322,46,side,0.41814478816279965,0,0,0.12262895763255993,0
990,72,241,5,19,255,0.9565013982994801,0.7925951162883833,8,224,53,side,0.8054323292999863,0,0,0.24908646585999727,0
717,48,366,5,2,523,0.3072899649262866,0.9574480190380962,19,336,87,side,0.5498685627762052,0,0,0.14197371255524105,0
709,29,314,2,9,202,0.9270345447963066,0.7227069576982285,19,337,40,dessert,0.050622472269074126,0,1,0.2584365817632833,0
395,40,588,3,10,421,0.7704074178077932,0.9180765521991506,11,259,88,beverage,0.3976844144330547,1,0,0.3811591082289489,1
911,2,595,1,13,445,0.1213849394224289,0.7831984132986259,10,393,113,side,0.1811832790500828,0,0,0.03973665581001655,0
336,85,579,3,6,188,0.7974260216069281,0.4592651971732139,3,198,59,beverage,0.6415044812562517,1,0,0.4685287027333288,1
598,39,742,4,4,408,0.5853543643967521,0.9880359661555919,7,333,74,side,0.5883522209831533,0,0,0.15117044419663067,0
141,50,100,4,0,723,0.6650366745462555,0.22061195271121126,10,286,119,beverage,0.4261212379522308,1,0,0.3417352499543228,0
316,83,1132,1,11,340,0.08698675991141014,0.6346712732539415,4,115,80,main,0.6971636921379805,0,0,0.28193273842759614,1
